MONGDUONG1_172_I,MONGDUONG1.MFI.MONGDUONG1_172_I,1
MONGDUONG1_172_P,MONGDUONG1.MFI.MONGDUONG1_172_P,1
MONGDUONG1_172_Q,MONGDUONG1.MFI.MONGDUONG1_172_Q,1
MONGDUONG1_132_U,MONGDUONG1.MFI.MONGDUONG1_132_U,1
MONGDUONG1_132_I,MONGDUONG1.MFI.MONGDUONG1_132_I,1
MONGDUONG1_132_P,MONGDUONG1.MFI.MONGDUONG1_132_P,1
MONGDUONG1_132_Q,MONGDUONG1.MFI.MONGDUONG1_132_Q,1
MONGDUONG1_C11_U,MONGDUONG1.MFI.MONGDUONG1_C11_U,1
MONGDUONG1_C11_F,MONGDUONG1.MFI.MONGDUONG1_C11_F,1
MONGDUONG1_C12_U,MONGDUONG1.MFI.MONGDUONG1_C12_U,1
MONGDUONG1_C12_F,MONGDUONG1.MFI.MONGDUONG1_C12_F,1
MONGDUONG1_T1_I,MONGDUONG1.MFI.MONGDUONG1_T1_I,1
MONGDUONG1_T1_U,MONGDUONG1.MFI.MONGDUONG1_T1_U,1
MONGDUONG1_T1_TAPA,MONGDUONG1.MFI.MONGDUONG1_T1_TAPA,1
MONGDUONG1_T1_TAPB,MONGDUONG1.MFI.MONGDUONG1_T1_TAPB,1
MONGDUONG1_T1_TAPC,MONGDUONG1.MFI.MONGDUONG1_T1_TAPC,1
MONGDUONG1_T1_TWA,MONGDUONG1.MFI.MONGDUONG1_T1_TWA,1
MONGDUONG1_T1_TWB,MONGDUONG1.MFI.MONGDUONG1_T1_TWB,1
MONGDUONG1_T1_TWC,MONGDUONG1.MFI.MONGDUONG1_T1_TWC,1
MONGDUONG1_T1_TOA,MONGDUONG1.MFI.MONGDUONG1_T1_TOA,1
MONGDUONG1_T1_TOB,MONGDUONG1.MFI.MONGDUONG1_T1_TOB,1
MONGDUONG1_T1_TOC,MONGDUONG1.MFI.MONGDUONG1_T1_TOC,1
MONGDUONG1_T1_P,MONGDUONG1.MFI.MONGDUONG1_T1_P,1
MONGDUONG1_T1_Q,MONGDUONG1.MFI.MONGDUONG1_T1_Q,1
MONGDUONG1_T2_I,MONGDUONG1.MFI.MONGDUONG1_T2_I,1
MONGDUONG1_T2_U,MONGDUONG1.MFI.MONGDUONG1_T2_U,1
MONGDUONG1_T2_TAPA,MONGDUONG1.MFI.MONGDUONG1_T2_TAPA,1
MONGDUONG1_T2_TAPB,MONGDUONG1.MFI.MONGDUONG1_T2_TAPB,1
MONGDUONG1_T2_TAPC,MONGDUONG1.MFI.MONGDUONG1_T2_TAPC,1
MONGDUONG1_T2_TWA,MONGDUONG1.MFI.MONGDUONG1_T2_TWA,1
MONGDUONG1_T2_TWB,MONGDUONG1.MFI.MONGDUONG1_T2_TWB,1
MONGDUONG1_T2_TWC,MONGDUONG1.MFI.MONGDUONG1_T2_TWC,1
MONGDUONG1_T2_TOA,MONGDUONG1.MFI.MONGDUONG1_T2_TOA,1
MONGDUONG1_T2_TOB,MONGDUONG1.MFI.MONGDUONG1_T2_TOB,1
MONGDUONG1_T2_TOC,MONGDUONG1.MFI.MONGDUONG1_T2_TOC,1
MONGDUONG1_T2_P,MONGDUONG1.MFI.MONGDUONG1_T2_P,1
MONGDUONG1_T2_Q,MONGDUONG1.MFI.MONGDUONG1_T2_Q,1
MONGDUONG1_901_I,MONGDUONG1.MFI.MONGDUONG1_901_I,1
MONGDUONG1_901_U,MONGDUONG1.MFI.MONGDUONG1_901_U,1
MONGDUONG1_901_LOLI,MONGDUONG1.MFI.MONGDUONG1_901_LOLI,1
